PROJECT_ID,PROJECT_NAME,PROJECT_DESCRIPTION,ESTIMATED_COST,UPDATE_ACTIVITY,ENVIRONMENTAL_ASSESSMENT_STAGE,CONSTRUCTION_TYPE,CONSTRUCTION_SUBTYPE,PROJECT_TYPE,REGION,MUNICIPALITY,DEVELOPER,ARCHITECT,PROJECT_STATUS,PROJECT_STAGE,PROJECT_CATEGORY_NAME,PUBLIC_FUNDING_IND,PROVINCIAL_FUNDING,FEDERAL_FUNDING,MUNICIPAL_FUNDING,OTHER_PUBLIC_FUNDING,GREEN_BUILDING_IND,GREEN_BUILDING_DESC,CLEAN_ENERGY_IND,INDIGENOUS_IND,INDIGENOUS_NAMES,INDIGENOUS_AGREEMENT,CONSTRUCTION_JOBS,OPERATING_JOBS,STANDARDIZED_START_DATE,STANDARDIZED_COMPLETION_DATE,LATITUDE,LONGITUDE,LATITUDE_DMS,LONGITUDE_DMS,TELEPHONE,PROJECT_WEBSITE,FIRST_ENTRY_DATE,LAST_UPDATE
4672,Fleetwood - Distribution Feeder Ductbank and Feeder Installation (FV-FVW-023),This project is required to address the distribution capacity constraints in the Langley and southeast Surrey areas are experiencing high growth.,41,,,Infrastructure,Utilities,Utilities,2. Mainland/Southwest,Surrey,BC Hydro,,Construction started,,Utilities (incl sewage treatment),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2023-Q4,2025-Q3,,,,,604) 623-4472   Toll Free: 1-866-647-3334,,2023-12-01,2025-03-01
4688,Parkway 2 - Intersect Highrise,"Development of a 396-unit condominium in a 52-storey highrise located at 
10460 City Parkway.",65,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Surrey,Bosa Properties,,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2024-Q1,2028-Q4,49.192124,-122.847505,49° 11' 31.6464'' N,122° 50' 51.018'' W,,,2023-12-01,2025-03-01
4671,Prince George to Terrace Capacitors Project,This project is required to increase the transfer capacity of the North Coast bulk transmission system to meet growing customer service requests in the region.,582,,,Infrastructure,Utilities,Utilities,6. North Coast,"Vanderhoof, Burns Lake, Terrace",BC Hydro,,Construction started,,Utilities (incl sewage treatment),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2023-Q4,2028-Q4,,,,,604) 623-4472   Toll Free: 1-866-647-3334,,2023-12-01,2025-03-01
4690,The Manhattan Condominium,Proposed 422-unit development in a 43-storey highrise condominium located at 10284 133A St.,60,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Surrey,ML Emporio Properties,IBI Group,Proposed,Tender/Preconstruction,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2025-Q2,2029-Q4,49.189515,-122.851891,49° 11' 22.254'' N,122° 51' 6.8076'' W,(604) 229-4755,,2023-12-01,2025-03-01
4691,Dewdney Trunk Road Condominium,Proposed 127-unit condominium in a 5-storey development located at 22904 Dewdney Trunk Rd.,22,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Maple Ridge,Brimming Development,Billard Architecture Inc.,Proposed,Consultation/Approvals,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.220022,-122.587509,49° 13' 12.0792'' N,122° 35' 15.0324'' W,(604) 737-1777,,2023-12-01,2025-03-01
4692,Kora by Strand,Development of 322 condominium units in a 35-storey tower located at 648 Gardena Drive.,58,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Coquitlam,Strand Developments,Ciccozzi Architecture,Proposed,Tender/Preconstruction,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.265890,-122.888864,49° 15' 57.204'' N,122° 53' 19.9104'' W,(604) 262-9800,,2023-12-01,2025-03-01
4693,Park and Fourth Condominium,Proposed 168-unit townhouse development located at 560 Fourth St. Rezoning required.,26,,,Residential,Primarily residential - Single use,Residential,1. Vancouver Island/Coast,Nanaimo,Strand Developments,Ciccozzi Architecture,Proposed,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.159552,-123.957411,49° 9' 34.3872'' N,123° 57' 26.6796'' W,(604) 262-9800,,2023-12-01,2025-03-01
4694,Rosser Ave Condominium,Proposed 442-unit development of a 61-storey condominium at 2211 Rosser Ave.,68,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Burnaby,Amacon Development Corp.,,Proposed,Consultation/Approvals,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.263808,-123.006366,49° 15' 49.7088'' N,123° 0' 22.9176'' W,(604) 602-7700,,2023-12-01,2025-03-01
4695,Town and Centre Highrise Condominium - South Tower,Proposed development of 221-units in a 30-storey condominium. Project is located at 3646 Westwood St.,40,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Port Coquitlam,Mosaic Homes,,Proposed,Tender/Preconstruction,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2025-Q2,2028-Q1,49.277351,-122.789917,49° 16' 38.4636'' N,122° 47' 23.7012'' W,,,2023-12-01,2025-03-01
4696,Riva 4 Condominium,Proposed 318-unit development in a 6-storey condominium located at 7731 Alderbridge Way.,48,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Richmond,ONNI Group,,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2024-Q2,2026-Q2,49.175894,-123.144048,49° 10' 33.2184'' N,123° 8' 38.5728'' W,(604) 602-7711,,2023-12-01,2025-03-01
4697,Pine and Glen East Tower,New 324-unit development in a 49-storey condominium located at 1175 Pinetree Way.,58,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Coquitlam,ONNI Group,,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2024-Q3,2028-Q2,49.282070,-122.792928,49° 16' 55.452'' N,122° 47' 34.5408'' W,(604) 602-7711,,2023-12-01,2025-03-01
4698,375 East 1st Avenue Condominium,Proposed 220-unit development in a 14-storey condominium located at 375 East 1st Ave.,40,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,ONNI Group,,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2024-Q2,2029-Q2,49.268262,-123.095479,49° 16' 5.7432'' N,123° 5' 43.7244'' W,(604) 602-7711,,2023-12-01,2025-03-01
4699,Guilden Condominium,Proposed 187-unit condominium in a 6-storey development located at 14683 104 Ave.,35,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Surrey,RDG Management Ltd,,Proposed,Tender/Preconstruction,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2025-Q2,2026-Q3,49.191686,-122.815319,49° 11' 30.0696'' N,122° 48' 55.1484'' W,(604) 881-4763,,2023-12-01,2025-03-01
4686,The Landmark at Foster Martin,A 128-unit development of a 23-storey condominium located at 1475 Foster St.,23,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,White Rock,Landmark Premiere Properties,,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2024-Q2,2026-Q2,49.029201,-122.803972,49° 1' 45.1236'' N,122° 48' 14.2992'' W,(604)620-1677,,2023-12-01,2025-03-01
4673,Fraser Street Condominium,Proposed 110-unit development of a 15-storey rental condominium with retail space on the ground floor. Includes below market units under the Moderate Income Rental Housing Pilot Program (MIRHPP).,24,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,Anthem Properties,,Proposed,Consultation/Approvals,Residential/Commercial,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.255689,-123.090376,49° 15' 20.4804'' N,123° 5' 25.3536'' W,,,2023-12-01,2025-03-01
4649,Carson Elementary School Replacement,Elementary school replacement will accommodate 390 students and a Neighbourhood Learning Centre.,61,,,Institutional,Education,Educational Services,5. Cariboo,Quesnel,School District 28,,Construction started,,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,LEED gold,FALSE,FALSE,,,,,2024-Q3,2026-Q3,,,,,(250) 992-8802,,2023-09-01,2025-03-01
4662,Kidd No. 1 - Substation Upgrade Project,"This project is required to replace the control building, 60kV circuit breakers and disconnect switches at the Kidd No.1 Substation that have reached their end of life.",42,,,Infrastructure,Utilities,Utilities,2. Mainland/Southwest,Vancouver,BC Hydro,,Construction started,,Utilities (incl sewage treatment),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2023-Q3,2027-Q2,,,,,(604) 623-4472   Toll Free: 1-866-647-3334,,2023-09-01,2025-03-01
4661,Burrard Switchyard - Control Building Upgrade Project,"This project will address the need of constructing a new control building, establish the communication system, and install the new protection and control equipment for the Burrard switchyard.",57,,,Infrastructure,Utilities,Utilities,2. Mainland/Southwest,Port Moody,BC Hydro,,Construction started,,Utilities (incl sewage treatment),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2023-Q3,2029-Q3,,,,,(604) 623-4472   Toll Free: 1-866-647-3334,,2023-09-01,2025-03-01
4660,Woodland Park Elementary,Modular addition to increase school capacity to 40K/850E students. Development variance permit approved by council in Feb 2024.,24,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Surrey,School District 36,,Construction started,,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2024-Q2,2025-Q3,,,,,(604) 596-7733,,2023-09-01,2025-03-01
4659,Wonowon Elementary,Proposed 95-student capacity elementary school.,17,,,Institutional,Education,Educational Services,8. Northeast,Peace River North,School District 60,,Construction started,,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2024-Q4,2025-Q4,,,,,(250) 262-6000,,2023-09-01,2025-03-01
4658,New East Side Elementary,Proposed new 500 student K-5 capacity school. Project will include a Neighbourhood Learning Centre.,59,Project started construction,,Institutional,Education,Educational Services,2. Mainland/Southwest,Chilliwack,School District 33,,Construction started,,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2025-Q1,2027-Q2,,,,,(604) 792-1321,,2023-09-01,2025-03-01
4657,Kitchener Elementary Addition,Proposed addition of 20 prefabricated classrooms will add 375 student seats.,30,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Burnaby,School District 41,,Proposed,Tender/Preconstruction,Public Services,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2025-Q2,2026-Q3,,,,,(604) 296-6900,,2023-09-01,2025-03-01
4656,Burnaby (former Duthie-Union) Elementary,"New 60K, 300E elementary school with Neighbourhood Learning Centre.",50,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Burnaby,School District 93 (Conseil Scolaire Francophone),,Proposed,Tender/Preconstruction,Public Services,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2025-Q2,2027-Q3,,,,,(604) 214-2600,,2023-09-01,2025-03-01
4655,Highway 3 Bridge Replacements,"Replacement of two bridges on Highway 3 east of Jaffray, including Jaffray Overhead and the Big Sand Creek Bridge. The contract has been awarded to Emil Anderson Construction.",25,,,Infrastructure,Roads & Highways,Transportation,4. Kootenay,Jaffray,BC Ministry of Transportation and Transit,,Construction started,,Transportation & Warehousing,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2023-Q3,2025-Q4,,,,,(250) 356-1861,,2023-09-01,2025-03-01
4665,MTN Village Townhomes,Development of 107 townhome units in a 6-storey complex located at 1940 Centennial Way.,22,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Squamish,Anthem Properties,,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2024-Q3,2026-Q4,49.727609,-123.136999,49° 43' 39.3924'' N,123° 8' 13.1964'' W,(604) 689-3040,,2023-09-01,2025-03-01
4654,Blackwater Rd at Knickerbocker Rd Realignment,Project to reinforce and realign a damaged segment of Blackwater Rd at Knickerbocker Road due to landslide.,203,,,Infrastructure,Roads & Highways,Transportation,5. Cariboo,Quesnel,BC Ministry of Transportation and Transit,,Construction started,,Transportation & Warehousing,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2024-Q2,2026-Q4,,,,,(250) 356-1861,,2023-09-01,2025-03-01
4653,Highway 97 - Cottonwood Hill,"Stabilization of a damaged segment of Highway 97 at Cottonwood Hill due to slow moving landslide. Phase 1 includes groyne installation along river, phase 2 will see Highway 97 realignment and crest unloading, and phase 3 will be downslope stabilization of the area.",335,,,Infrastructure,Roads & Highways,Transportation,5. Cariboo,Quesnel,BC Ministry of Transportation and Transit,,Construction started,,Transportation & Warehousing,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2024-Q1,2026-Q3,,,,,(250) 356-1861,,2023-09-01,2025-03-01
4651,Long-term Care Facility,Proposed development of a 148-bed long-term care facility located at 1700 4th St South.,156,,,Institutional,Health,Health Care and Social Assistance,4. Kootenay,Cranbrook,Interior Health Authority/ Kootenay East Regional Hospital District,,Proposed,Consultation/Approvals,Public Services,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2025-Q3,2029-Q4,49.505271,-115.757366,49° 30' 18.9756'' N,115° 45' 26.5176'' W,,,2023-09-01,2025-03-01
4646,Alfred B. Dixon Elementary Seismic Upgrades,Project to include improvements and seismic upgrade to elementary school.,31,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Richmond,School District 38,,Construction started,,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2024-Q3,2026-Q2,,,,,(604) 668-6000,,2023-09-01,2025-03-01
4645,BC Children's Hospital Complex Care Building,"Proposed 114,000 sq ft complex care building for children and youth will be located on a 6.7 acre site at Slocan St and 21st Ave. A 74-space childcare facility and underground parkade will be included in the project.",310,,,Institutional,Health,Health Care and Social Assistance,2. Mainland/Southwest,Vancouver,Fraser Health Authority,Dialog Architecture,Proposed,Consultation/Approvals,Public Services,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,2025-Q2,2028-Q4,49.251904,-123.048165,49° 15' 6.8544'' N,123° 2' 53.394'' W,(604) 587-4600,,2023-09-01,2025-03-01
4664,Oldfield - Substation Feeder Section Upgrade Project,"This project is required to upgrade the 25kV feeder section, replace end of life equipment, and remove polychlorinated biphenyl (PCB) containing equipment at the Oldfield substation.",17,Project completed-removing next issue,,Infrastructure,Utilities,Utilities,6. North Coast,Prince Rupert,BC Hydro,,Completed,,Utilities (incl sewage treatment),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2023-Q3,2025-Q1,,,,,(604) 623-4472   Toll Free: 1-866-647-3334,,2023-09-01,2025-03-01
4644,Lorne Davies Complex (LDC) Renewal Project,"Renovations to the east building will include seismic, plumbing and mechanical upgrades. The project will improve the athletic facilities change rooms, pool deck and public access.",39,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Burnaby,Simon Fraser University,Perkins & Will Architects,Construction started,,Public Services,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2023-Q3,2025-Q2,,,,,(604) 291-4743,,2023-09-01,2025-03-01
4643,Applied Sciences Building (ASB) Renovation Project,Project to increase energy efficiency with building envelope enhancements.,25,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Burnaby,Simon Fraser University,Grout McTavish Architects,Construction started,,Public Services,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2023-Q3,2025-Q2,,,,,(604) 291-4743,,2023-09-01,2025-03-01
4642,Confederation Park Community Centre,"New community centre  located at Willingdon Ave and Albert St. Project will include a running track, fitness centre and outdoor public plaza. It will be integrated with the adjacent McGill Library and Eileen Daily Leisure Pool.",117,,,Commercial,Recreation,"Arts, Entertainment & Recreation",2. Mainland/Southwest,Burnaby,City of Burnaby,Revery Architecture,Proposed,Consultation/Approvals,Other Services,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,,,2023-09-01,2025-03-01
4641,Davie Village Social Housing,"Seventeen-storey development of 154-unit low income housing located at 981 Davie St. The provincial government is contributing $27.8 million through BC Housing, $17.33 million through the Building BC: Community Housing Fund and $10.47 million in Cost Pressure Grant funding. The City of Vancouver is contributing  $48.05 million in land value, and the federal government is contributing $15.4 million through the National Housing Co-Investment Fund.",91,,,Residential,Primarily residential - Single use,Social Housing,2. Mainland/Southwest,Vancouver,BC Housing,,Construction started,,Residential/Commercial,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Passive House,FALSE,FALSE,,,,,2023-Q4,2026-Q4,49.279085,-123.129085,49° 16' 44.706'' N,123° 7' 44.706'' W,(604) 456-8895,,2023-09-01,2025-03-01
4666,Partington Creek Townhomes,Proposed 148-unit townhouse development located at 3680 Victoria Drive.,28,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Coquitlam,Polygon Homes,,Proposed,Consultation/Approvals,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.294159,-122.722683,49° 17' 38.9724'' N,122° 43' 21.6588'' W,(604) 877-1131,,2023-09-01,2025-03-01
4667,Elle Condominiums,Development of a 136-unit condominium in a 22-storey highrise located on 15th St West.,30,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,North Vancouver,Polygon Homes,,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2023-Q4,2026-Q2,49.322131,-123.073611,49° 19' 19.6716'' N,123° 4' 24.9996'' W,(604) 877-1131,,2023-09-01,2025-03-01
4668,Kadence Highrise Condominium,Proposed development of a 136-unit condominium in a 25-storey highrise located at 1175 Pipeline Rd.,35,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Coquitlam,Ledingham McAllister Ltd.,,Proposed,Consultation/Approvals,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.282664,-122.785928,49° 16' 57.5904'' N,122° 47' 9.3408'' W,(604) 662-3700,,2023-09-01,2025-03-01
4669,Three Summits Condominium,Development of 201-units in 7-storey condominiums located at 38201 3 Ave.,40,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Squamish,Polygon Homes,,Proposed,Tender/Preconstruction,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,2026-Q4,49.701969,-123.154153,49° 42' 7.0884'' N,123° 9' 14.9508'' W,(604) 877-1131,,2023-09-01,2025-03-01
4670,Skylark Condominiums,Development of 150-units in a 6-storey condominium located at 625 Cottonwood Ave.,35,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Coquitlam,Polygon Homes,,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2023-Q4,2025-Q2,49.264420,-122.884387,49° 15' 32.0508'' N,122° 53' 3.7932'' W,(604) 877-1131,,2023-09-01,2025-03-01
4652,Campbell River Long-term Care Facility,Proposed development of a 153 bed long-term care facility that will provide levels of care to seniors and includes specialized care beds.,134,,,Institutional,Health,Health Care and Social Assistance,1. Vancouver Island/Coast,Campbell River,Island Health Authority,,Proposed,Consultation/Approvals,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2025-Q4,2027-Q4,50.009834,-125.242771,50° 0' 35.4024'' N,125° 14' 33.9756'' W,(250) 592-2231,,2023-09-01,2025-03-01
4617,Bridge River 1 Replace Units 1-4 Generators / Governors Project,"This project is required to address the deteriorating condition of the aging generators, governors, excitors, and control systems at the Bridge River 1 generating station. The project will improve reliability, restore licensed flow and generation capacity, and increase operating flexibility of the generating station.",311,,,Infrastructure,Utilities,Utilities,2. Mainland/Southwest,Lillooet,BC Hydro,,Proposed,Tender/Preconstruction,Utilities (incl sewage treatment),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,,2032-Q2,,,,,(604) 623-4472   Toll Free: 1-866-647-3334,,2023-06-01,2025-03-01
4634,Solhouse 6035 by Bosa,Proposed 411-unit development in a 50-storey highrise condominium,40,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Burnaby,Bosa Properties,,Proposed,Consultation/Approvals,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2025-Q2,2028-Q4,,,,,,,2023-06-01,2025-03-01
4611,Howard De Beck Elementary School Seismic Upgrades,"Project to provide seismic upgrades to classrooms, gymnasium and offices in the elementary school.",21,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Richmond,School District 38,,Construction started,,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2024-Q1,2025-Q4,,,,,(604) 668-6000,,2023-06-01,2025-03-01
4628,Forest Edge Condominium,Proposed 87-unit condominium in a 6-storey development.,20,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,Holborn Group,Arno Matis Architecture,Proposed,Tender/Preconstruction,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.243340,-123.103975,49° 14' 36.024'' N,123° 6' 14.31'' W,(604) 688-8387,,2023-06-01,2025-03-01
4629,Gilley Road Condominiums,Proposed 197-unit development in 4-storey lowrise condominiums.,22,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Richmond,Maskeen Development,,Proposed,Consultation/Approvals,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.177344,-122.965922,49° 10' 38.4384'' N,122° 57' 57.3192'' W,(604) 502-9096,,2023-06-01,2025-03-01
4630,Columbia Square Development,"Proposed 2,400-unit development will include office and retail space. Located on a 7.1 acre site near the New West skytrain station, the project will include green space, 300 rental units and 300 affordable housing units. In early stages.",,,,Residential,Primarily residential - Single use,Residential/Commercial/Retail,2. Mainland/Southwest,New Westminster,EDGAR Development,MCMP Architects,Proposed,Preliminary/Feasibility,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.201090,-122.917711,49° 12' 3.924'' N,122° 55' 3.7596'' W,(604) 558-3380,,2023-06-01,2025-03-01
4631,825 McBride Boulevard Condos,Proposed 252-unit development in a 28-storey condominium.,42,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,New Westminster,Symphony Homes Ltd,,Proposed,Consultation/Approvals,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.223639,-122.912218,49° 13' 25.1004'' N,122° 54' 43.9848'' W,,,2023-06-01,2025-03-01
4625,Prince Rupert Middle School,Replacement of the middle school to meet current seismic and energy efficiency standards for 600 students. Project includes a Neighbourhood Learning Centre.,127,,,Institutional,Education,Educational Services,6. North Coast,Prince Rupert,School District 52,,Proposed,Tender/Preconstruction,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,LEED gold,FALSE,FALSE,,,,,2025-Q2,2027-Q3,,,,,(250) 624-6717,,2023-06-01,2025-03-01
4633,Aurora at Talistar Condominium,Development of a 161-units in a 13-storey condominium.,25,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Richmond,Polygon Homes,,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2024-Q1,2026-Q3,49.185435,-123.124988,49° 11' 7.566'' N,123° 7' 29.9568'' W,(604) 877-1131,,2023-06-01,2025-03-01
4624,Sir Wilfred Grenfell Community Elementary School,Seismic upgrade of the Elementary school to include capacity reduction from 565 to 490 students.,29,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Vancouver,School District 39,,Construction started,,Public Services,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,2024-Q4,2026-Q3,,,,,(604) 713-5255,,2023-06-01,2025-03-01
4635,Earl Condominium,Development of a 131-unit condominium located at 5076 Earles Street.,22,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,Chard Development,,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2024-Q3,2026-Q1,49.238479,-123.047473,49° 14' 18.5244'' N,123° 2' 50.9028'' W,(604) 682-6046,,2023-06-01,2025-03-01
4636,Kestrel Townhomes,Proposed 119-unit townhouse development located at 624 Thompson Ave.,21,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Coquitlam,Adera Development Corp,,Proposed,Tender/Preconstruction,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.268275,-122.885052,49° 16' 5.79'' N,122° 53' 6.1872'' W,(604) 684-8277,,2023-06-01,2025-03-01
4637,Komo Condominiums,Proposed 250-unit development in a 29-storey condominium.,44,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Coquitlam,Strand Developments,,Proposed,Preliminary/Feasibility,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.264235,-122.890718,49° 15' 51.246'' N,122° 53' 26.5848'' W,(604) 262-9800,,2023-06-01,2025-03-01
4638,Kemsley at Gardena,Proposed 320-unit development in a 32-storey condominium located at 593 Westley Ave.,62,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Coquitlam,Strand Developments,,Proposed,Preliminary/Feasibility,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.265823,-122.888295,49° 15' 56.9628'' N,122° 53' 17.862'' W,(604) 262-9800,,2023-06-01,2025-03-01
4639,Greenhouse Condominium,A 297-unit development in a 43-storey condominium located at 5895 Barker Ave.,58,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Burnaby,Concord Pacific,IBI Group,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2024-Q1,2028-Q4,49.230653,-123.011809,49° 13' 50.3508'' N,123° 0' 42.5124'' W,(604) 681-8882,,2023-06-01,2025-03-01
4640,Concord Metrotown Grand Tower,Condominium development with 662-units in a 65-storey highrise located at 4750 Kingsway.,100,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Burnaby,Concord Pacific,,Proposed,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,2026-Q1,49.226806,-122.997847,49° 13' 36.516'' N,122° 59' 52.2564'' W,(604) 681-8882,,2023-06-01,2025-03-01
