ID,Name,Sector,From Municipality,To Municipality,Location,Geometry,Cost,Stage,Schedule,Website,Related Links,Developer,Recently Added,Construction Contractor,Image Filename,Image Source,Details
1379,Infrastructure Recovery Project,Infrastructure,Slave Lake,,"(55.2779998779297, -114.772003173828)",,$30000000.00,Announced,2014 - 2016,https://www.placespeak.com/topic/811-slave-lake-construction-infrastructure-recovery/#!/overview,"[{""url"":""http://www.cbc.ca/news/canada/edmonton/slave-lake-to-get-189m-for-fire-rebuild-1.977742"",""text"":""Aug 3, 2011 - CBC News""}]",Town of Slave Lake,false,E Construction,https://farm9.staticflickr.com/8750/16866256452_040819b566_b.jpg,"Infrastructure Recovery Project, courtesy of Associated Engineering.",Water and wastewater systems
1396,Kelly Ramsey Building Redevelopment,Commercial / Retail,Edmonton,,"(53.5419998168945, -113.491996765137)",,$250000000.00,Under Construction,2013 - 2016,,,John Day Developments,false,Ledcor Group of Companies,https://farm9.staticflickr.com/8667/16686076751_e6296dd6ca_b.jpg,The redevelopment of the Kelly Ramsey Building. 2015-03-01 Kelly-Ramsey by Darren Kirby is licensed under CC BY 2.0.,Kelly Ramsey Building Redevelopment into an office and hotel.
1407,Olds College Centennial Village,Institutional,Olds,,"(51.7879981994629, -114.09400177002)",,$10000000.00,Under Construction,2014 - 2015,http://www.oldscollege.ca/student-life/student-housing/housing-after-sept-2015/centennial-village/index,"[{""url"":""http://www.oldscollege.ca/staff/communications/news/Stories/2014/2014-07-03-centennial-village-groundbreaking"",""text"":""Jul 3, 2014 - Olds College""}]",Olds College,false,Shunda Consulting and Construction Management,https://farm8.staticflickr.com/7288/16742967898_62640f0bda_b.jpg,"Olds College Centennial Village, courtesy of Olds College.",Housing for 450 students at Olds College.
1409,St. Josephs College Womens Residence,Institutional,Edmonton,,"(53.5240707397461, -113.524368286133)",,$33000000.00,Under Construction,2014 - 2015,http://www.stjosephs.ualberta.ca/Residence/WomensResidence.aspx,"[{""url"":""http://www.wcr.ab.ca/ThisWeek/Stories/tabid/61/entryid/5096/Default.aspx"",""text"":""Feb 3, 2014 - Western Catholic Reporter""}]",University of Alberta,false,Stuart Olson Dominion,,,Residence expansion to the existing St. Josephs College will see the addition of 282 beds in an all-female residence. Residence will be open to all female students attending the University of Alberta.
1415,Nisku Spine Road Phase 1A,Infrastructure,Leduc County,Leduc County,,"{""type"":""LineString"",""coordinates"":[[-113.519996643066,53.3600006103516,0.0],[-113.513000488281,53.3800010681152,0.0]]}",$15100000.00,Under Construction,2014 - 2015,http://www.leduc-county.com/engineering/functional-planning-studies/nisku-spine-road,"[{""url"":""http://www.leduc-county.com/communications/newsroom/news-archive/2014/1373-next-phase-of-nisku-spine-road-to-move-ahead-thanks-to-government-partnership"",""text"":""Oct 17, 2014 - Lecuc County""}]",Leduc County,false,,,,Construction of 4 lanes from 41 Avenue to Township 510. Two intersection improvements and additional traffic signalization at the intersection of Nisku Spine Road and Township 510. Tender for phase 1Ai closes March 27th.
1424,Acadia Athetlic Park Indoor Tennis Facility,Tourism / Recreation,Calgary,,"(50.972095489502, -114.062957763672)",,$8000000.00,Under Construction,2015 - 2016,http://www.calgary.ca/CSPS/Recreation/Pages/Athletic-parks/Acadia-Athletic-Park.aspx,"[{""url"":""http://metronews.ca/news/calgary/878123/tennis-canada-aims-to-break-ground-on-new-indoor-centre-in-calgary-by-spring-2014/"",""text"":""Dec 8, 2013 - Metro News""}]",Tennis Alberta / Tennis Canada,false,Spacemakers Construction Services,https://farm9.staticflickr.com/8595/16831727616_9e015c8458_b.jpg,"Acadia Athletic Park Indoor Tennis Facility, courtesy of Tennis Canada.",Addition of indoor tennis facility to Acadia Athletic Park.
1425,Rocky Mountain House Arena Expansion Phase 1,Tourism / Recreation,Rocky Mountain House,,"(52.3720016479492, -114.919403076172)",,$13100000.00,Announced,2014 - 2015,http://www.rockymtnhouse.com/index.aspx?NID=286,,Town of Rocky Mountain House,false,Timcon Construction,https://farm9.staticflickr.com/8631/16235233364_372fd66cd8_b.jpg,"Rocky Mountain House Arena Expansion Phase 1, courtesy of the Town of Rocky Mountain House.","Phase 1: 6 new dressing rooms, renovated lobby, additional second storey, curling club lobby, children""s play area, pottery room. Phase 2: Indoor running track, field house. Phase 3: Third ice surface or second field house."
1426,Moose Lake Trail Phase 1,Tourism / Recreation,Bonnyville M.D. No. 87,Bonnyville M.D. No. 87,,"{""type"":""LineString"",""coordinates"":[[-110.781997680664,54.2680015563965,0.0],[-110.830001831055,54.2560005187988,0.0]]}",$10700000.00,Announced,Commencing 2014,,"[{""url"":""http://www.bonnyvillenouvelle.ca/article/20130402/BNV0801/304029983/lsra-present-moose-lake-trail-master-plan-to-md"",""text"":""Apr 2, 2013 - Bonnyville Nouvelle""}]",Lakeland Sports and Recreation Association,false,,,,Multi-purpose paved walking trail 24 km in length joining Jessie Lake trails to a new trail system connecting communities around Moose Lake
1430,Seymour Pacific Apartment Buildings,Residential,Edmonton,,"(53.4099998474121, -113.568000793457)",,$20000000.00,Announced,,,,Seymour Pacific Developments,false,,,,Three apartment buildings.
1436,Taylor Institute for Teaching and Learning,Institutional,Calgary,,"(51.0727081298828, -114.126815795898)",,$40000000.00,Under Construction,2014 - 2016,http://www.ucalgary.ca/taylorinstitute/,"[{""url"":""http://www.cbc.ca/news/canada/calgary/u-of-c-gets-40m-donation-for-better-teaching-1.1342159"",""text"":""Apr 12, 2013 - CBC News""}]",The University of Calgary,false,CANA Management,,,"4,000 square metre, two storey building where undergraduate students from different faculties will be brought together to collaborate."
1437,Simonette Gas Plant Modifications,Oil and Gas,Yellowhead County,,"(53.9020004272461, -116.988998413086)",,$90000000.00,Under Construction,2014 - 2015,https://www.keyera.com/titanweb/keyera/webcms.nsf/AllDocs/5EA7921CBEF590BE87257B470078F40D?OpenDocument#.VO-oEPnF98E,"[{""url"":""http://www.canadianbusiness.com/business-news/keyera-to-spend-210m-on-new-sour-gas-pipeline-additions-to-simonette-plant/"",""text"":""Apr 8, 2013 - Canadian Business""}]",Keyara Corp.,false,Keyera Corp.,,,"Modifications to expand capacity and increase condensate handling ability. These include the addition of refrigeration and the construction of condensate stabilization facilities. This will allow Simonette for an additional 100,000,000 cubic feet of raw natural gas per day."
1438,STEPS Bridgeland Condo Apartment Building,Residential,Calgary,,"(51.0976982116699, -114.057998657227)",,$31200000.00,Announced,2015 - 2017,www.facebook.com/StepsBridgeland,,Assured Developments,false,Scott Construction,,,Planned construction start July 2015.
1441,Ecole JH Picard School Modernization,Institutional,Edmonton,,"(53.5077819824219, -113.485954284668)",,$13000000.00,Announced,2015 - 2016,,,Alberta Infrastructure,false,Chandos construction,,,3 storey modernization.
1446,The Monterey III at the Groves of Varsity Condo,Residential,Calgary,,"(51.1030006408691, -114.164001464844)",,$35000000.00,Announced,,www.grovesofvarsity.com,,Statesman Group of Companies,false,,,,
1450,"Aquatic Centre, Calling Lake",Tourism / Recreation,M.D. of Opportunity No. 17,,"(55.2379989624023, -113.196998596191)",,$14000000.00,Announced,2014 - 2015,,,Hamlet of Calling Lake,false,,,,
1453,Holiday Inn Express and Staybridge Hotel,Tourism / Recreation,Red Deer,,"(52.2859992980957, -113.849998474121)",,$25000000.00,Announced,2015 - 2016,,,Zainul and Shazma Holdings Ltd.,false,Aman Building Corp,,,Construction of the Holidy Inn is planned to start in May.  Listed construction schedule is for the Holidy Inn Express only.
1455,Badlands Motorsports Raceway,Tourism / Recreation,Kneehill County No. 48,,"(51.3339996337891, -112.855003356934)",,$40000000.00,Announced,,www.badlandsmotorsportsresort.com,,Badlands Motorsports Resort,false,,,,"Road course, paddock, commercial development, non-motor-sport recreation development and residential development. Pending county approvals."
1456,Groves of Varsity Apartment Building 3,Residential,Calgary,,"(51.1069984436035, -114.174003601074)",,$16600000.00,Announced,,,,Statesman Group of Companies,false,,,,
1457,Panorama West Building D,Residential,Calgary,,"(51.1669998168945, -114.091003417969)",,$10900000.00,Completed,2013 - 2015,www.cardellifestyles.com/panwest/,,Panorama West Ltd.,false,,,,
1467,Zoo Redevelopment Phase 1,Tourism / Recreation,Calgary,,"(51.0449981689453, -114.028999328613)",,$162000000.00,Announced,2014 - 2018,www.calgaryzoo.com/masterplan/,,Calgary Zoo,false,,,,
1468,Nature's Wild Backyard at Edmonton Valley Zoo,Tourism / Recreation,Edmonton,,"(53.5110015869141, -113.556999206543)",,$35000000.00,Announced,,http://buildingourzoo.com/revitalization/natures-wild-backyard,"[{""url"":""http://pfsstudio.com/2015/03/04/edmonton-valley-zoo-natures-wild-backyard-wins-canadian-architects-awards-of-excellence-2014/"",""text"":""May 4, 2014 - PFS Studio""}, {""url"":""http://www.edmontonrealestate.ca/blog/the-revitalization-of-valley-zoo.html"",""text"":""July 24, 2013 - Edmonton Real Estate""}]",City of Edmonton,false,,https://farm8.staticflickr.com/7638/16834917345_2f066287f6_b.jpg,"Nature's Wild Backyard at Edmonton Valley Zoo, courtesy of the Valley Zoo Development Society.","Laid out in a series of zones, Nature's Wild Backyard will allow guests to experience the habitats in the same manner as the animals. The zones are: Under, featuring a gradual descent allowing eye to eye interaction; Between, displaying the unique adaptations of animals who live both on land and in water; On, featuring ground level views; and Above, transporting visitors into the tree canopy to interact with lemurs, red pandas, gibbons, and exotic birds. Nature's Wild Backyard will also feature the Urban Farm and an upgrade to guest amenities. Currently in planning stage, pending funding."
1469,Galleria Performing Arts Centre,Commercial / Retail,Edmonton,,"(53.5480003356934, -113.490997314453)",,$850000000.00,Announced,,http://www.edacc.ca/,"[{""url"":""http://edmonton.ctvnews.ca/plans-for-a-proposed-downtown-arts-centre-move-forward-1.1339997"",""text"":""Jun 24, 2013 - CTV Edmonton""}]",Edmonton Academic and Cultural Foundation,false,,,,"Phase 1 of the Galleria Project will house the University of Alberta""s Department of Music and Department of Art and Design, a 200-seat recital hall and a 650-seat theatre/concert hall."
1472,Eau Claire Office Tower,Commercial / Retail,Calgary,,"(51.0499992370605, -114.074996948242)",,$173200000.00,Under Construction,2013 - 2016,http://www.eauclairetower.com/,,Oxford Properties,false,EllisDon Corporation,https://c1.staticflickr.com/9/8610/16478935799_ce8f8c7ca6_c.jpg,"Eau Claire Tower Office Building, courtesy of Oxford Properties.",
1474,"Three Townhouse Buildings, Sonoma at Sage Hill",Residential,Calgary,,"(51.1620407104492, -114.160911560059)",,$5600000.00,Under Construction,2014 - 2015,www.facebook.com/sonomasagehill/,,Vertical Properties,false,,,,
1475,Encore at Kincora Condo,Residential,Calgary,,"(51.1650009155273, -114.136001586914)",,$13600000.00,Under Construction,2014 - 2015,www.carlislegroup.ca/past-projects/encorecondos/,,The Carlisle Group,false,,https://farm9.staticflickr.com/8660/16831728486_42a4c90393_b.jpg,"Approximation of Encore at Kincora Condo, courtesy of the Carlisle Group.",
1477,Genesee Generating Station Units 4 and 5 Project,Power,Parkland County,,"(53.5475006103516, -114.444999694824)",,$1400000000.00,Announced,2015 - 2018,http://www.capitalpower.com/generationportfolio/constructiondevelopment/Pages/G4and5.aspx,"[{""url"":""http://www.cbc.ca/news/canada/edmonton/capital-power-enmax-to-develop-gas-fired-plant-near-edmonton-1.2452047"", ""text"":""Dec 5, 2013 - CBC News""}, {""url"":""http://www.edmontonjournal.com/Capital+Power+announces+construction+start+Genesee/10439694/story.html"",""text"":""Dec 4, 2014 - Edmonton Journal""}]",ENMAX Energy Corp. / Capital Power Corp.,false,,https://c1.staticflickr.com/9/8622/16449858330_145a4be535_n.jpg,"Genesee Generating Station, courtesy of Capital Power","Genesee Generating Station Units 4 and 5 will use high efficeince gas turbine technology and have a generation capacity of up to 1,060 megawatts."
1484,Heartland Pipeline and TC Terminal,Pipelines,Bruderheim,Hardisty,,"{ ""type"": ""LineString"", ""coordinates"": [ [ -113.066024, 53.785042 ], [ -111.944671, 53.398290 ], [ -111.750602, 53.105413 ], [ -111.020063, 52.886867 ], [ -111.293348, 52.698567 ] ] }",$900000000.00,Under Construction,2014 - 2016,http://www.transcanada.com/6215.html,,TransCanada Corporation,false,,,,"This Alberta Industrial Heartland project includes a 200 km pipeline connecting Edmonton region facilities to facilities in Hardisty, Alberta, and a six-tank terminal facility in the Heartland industrial area north of Edmonton. The pipeline could transport up to 900,000 barrels of crude oil a day, and the terminal will have storage capacity for up to 1.9 million barrels of crude oil. The terminals are currently under construction, while the pipeline construction is slated for 2016 - 2017."
1485,Road Upgrades Near Stadium LRT Station,Infrastructure,Edmonton,,"(53.556999206543, -113.47200012207)",,$11600000.00,Announced,,,,City of Edmonton,false,,,,
1490,Beaverhill Pioneer Lodge Replacement Building,Institutional,Lamont,,"(53.7609024047852, -112.786575317383)",,$10800000.00,Announced,2015 - 2017,,,Alberta Seniors and Community Supports,false,,,,Possible tender call fall 2015.
1492,Rosedale Baybridge Seniors Residence,Institutional,St. Albert,,"(53.625, -113.605003356934)",,$11000000.00,Completed,2013 - 2015,http://rosedaledevelopments.com/our-communities/st-alberta/,,Rosedale Seniors Living,false,,,,
1496,Red Deer Hospital Parkade,Infrastructure,Red Deer,,"(52.2599983215332, -113.819999694824)",,$44300000.00,Under Construction,2014 - 2015,www.albertahealthservices.ca/9763.asp,,Alberta Health Services,false,,,,
1497,Luxury Eco-Lodge,Tourism / Recreation,Special Area No. 2,,"(50.8419990539551, -111.584999084473)",,$12000000.00,Announced,,www.purenorthcanada.com/map.html,"[{""url"":""www.calgaryherald.com/travel/luxury+lodge+Canadian+Badlands/8348762/story.html"",""text"":""May 6, 2013 - Calgary Herald""}]",Pure North Canada,false,,,,
1502,Affordable Seniors Complex,Institutional,Rimbey,,"(52.6366996765137, -114.240997314453)",,$15500000.00,Announced,2015 - 2016,,"[{""url"":""www.rimbeyreview.com/news/291405061.html"",""text"":""Feb 10, 2015 - Rimbey Review""}]",Bethany Care Group,false,,,,Planned construction to start spring 2015.
1503,Fort McMurray West Transmission Line,Power,Parkland County,Regional Municipality of Wood Buffalo,,"{ ""type"": ""LineString"", ""coordinates"": [ [-114.302181, 53.343545 ], [ -112.482092, 56.269664 ] ] }",$1433000000.00,Announced,2017 - 2019,http://www.albertapowerline.com/The-Project/,"[{""url"":""http://finance.yahoo.com/news/aeso-awards-alberta-powerline-limited-213000459.html"",""text"":""Dec 18, 2014 - Yahoo Finance""}]",Alberta Powerline,false,Alberta PowerLine (ATCO and Quanta Services)_,,,"The Fort McMurray West 500-kV Transmission Project will involve the construction of 500 km of new transmission line to connect the Sunnybrook Substation to an expanded Livock Substation, and extend northeast to the new Thickwood Hills Substation."
1504,Downtown Fire Station and EMS Station,Infrastructure,Cold Lake,,"(54.4116897583008, -110.203582763672)",,$8000000.00,Announced,2015 - 2016,,,City of Cold Lake,false,,,,
1505,Algae Carbon Conversion Pilot Project,Oil Sands,Bonnyville M.D. No. 87,,"(54.726001739502, -110.214996337891)",,$19000000.00,Announced,,,,CNRL / NRC / Pond Biofuels,false,,,,
1507,Glen Allan Rec Centre Modernization,Tourism / Recreation,Strathcona County,,"(53.5299987792969, -113.279998779297)",,$14100000.00,Announced,2015 - 2016,,"[{""url"":""http://www.strathcona.ca/departments/planning-development-services/environmental-and-open-space-planning-natural-areas-parks/open-space-development/open-space-and-recreation-facility-strategy/completed-construction-projects/garc-update/"",""text"":""Strathcona County""}]",Strathcona County,false,Clark Builders,,,Modernization and addition of wellness space to the main and second floors of the existing facility as well as the replacement of the rink.
1508,Peace NGL Pipeline System Expansion,Pipelines,Saddle Hills County,,"(55.2244987487793, -119.360000610352)",,$415000000.00,Announced,,http://www.pembina.com/about-us/projects/,"[{""url"":""http://www.pipelineandgasjournal.com/pembina-expand-ngl-and-crudecondensate-pipeline-capacity"",""text"":""Dec 2012 - Pipeline and Gas Journal""}]",Pembina Pipeline Corp.,false,,,,"This project aims to expand the natural gas liquids, crude oil, and condensate throughput capacity on the Peace Pipeline System by an additional 55,000 barrels per day."
1514,Highway 16 / Highway 44 Pave 12572,Infrastructure,Parkland County,Parkland County,,"{ ""type"": ""LineString"", ""coordinates"": [ [ -114.453506, 53.569866 ], [ -114.442907, 53.569893 ], [ -114.426846, 53.56988 ], [ -114.424735, 53.5699 ], [ -114.419735, 53.569879 ], [ -114.419153, 53.569876 ], [ -114.409843, 53.569877 ], [ -114.394748, 53.569919 ], [ -114.38904, 53.569932 ], [ -114.370211, 53.569938 ], [ -114.357996, 53.569928 ], [ -114.346908, 53.569925 ], [ -114.345604, 53.569925 ], [ -114.332724, 53.569925 ], [ -114.325016, 53.569922 ], [ -114.323551, 53.569932 ], [ -114.32243, 53.569954 ], [ -114.321094, 53.569989 ], [ -114.319952, 53.570027 ], [ -114.318541, 53.570065 ], [ -114.317436, 53.570097 ], [ -114.316395, 53.570113 ], [ -114.314346, 53.570107 ], [ -114.296477, 53.570094 ], [ -114.286006, 53.57011 ], [ -114.271972, 53.570123 ], [ -114.247484, 53.570123 ], [ -114.23978, 53.57012 ], [ -114.239351, 53.57012 ], [ -114.233906, 53.570104 ], [ -114.227984, 53.570113 ], [ -114.221906, 53.570113 ], [ -114.220924, 53.57012 ], [ -114.220672, 53.57012 ], [ -114.21797, 53.570102 ], [ -114.214687, 53.570108 ], [ -114.211533, 53.570102 ], [ -114.198207, 53.570096 ], [ -114.174851, 53.570058 ], [ -114.172683, 53.570058 ], [ -114.171085, 53.570064 ], [ -114.169894, 53.570045 ], [ -114.168696, 53.570006 ], [ -114.167783, 53.56996 ], [ -114.167144, 53.569923 ], [ -114.166569, 53.569886 ], [ -114.166007, 53.569848 ], [ -114.165484, 53.569812 ], [ -114.164562, 53.569742 ], [ -114.163825, 53.569679 ], [ -114.163088, 53.569609 ], [ -114.162428, 53.569542 ], [ -114.157628, 53.56905 ], [ -114.155138, 53.568793 ], [ -114.154781, 53.568756 ], [ -114.154333, 53.568712 ], [ -114.153889, 53.56867 ], [ -114.153442, 53.568632 ], [ -114.152995, 53.568598 ], [ -114.152506, 53.568566 ], [ -114.15195, 53.568533 ], [ -114.151399, 53.568505 ], [ -114.150877, 53.568482 ], [ -114.150295, 53.568464 ], [ -114.149787, 53.568452 ], [ -114.149098, 53.568441 ], [ -114.147835, 53.568426 ], [ -114.147052, 53.568426 ], [ -114.146344, 53.568446 ], [ -114.145432, 53.568477 ], [ -114.124618, 53.569516 ], [ -114.100065, 53.570816 ], [ -114.081521, 53.571682 ], [ -114.080222, 53.571727 ], [ -114.078967, 53.571765 ], [ -114.077808, 53.571784 ], [ -114.076886, 53.571784 ], [ -114.075378, 53.571804 ], [ -114.074591, 53.571785 ], [ -114.073619, 53.571753 ], [ -114.072577, 53.571709 ], [ -114.071683, 53.571659 ], [ -114.070768, 53.571596 ], [ -114.06986, 53.571524 ], [ -114.06883, 53.571433 ], [ -114.067833, 53.571333 ], [ -114.06179, 53.570586 ], [ -114.059966, 53.570389 ], [ -114.058142, 53.570217 ], [ -114.056222, 53.570051 ], [ -114.054312, 53.569911 ], [ -114.052681, 53.569815 ], [ -114.051008, 53.56972 ], [ -114.049602, 53.569662 ], [ -114.047939, 53.569599 ], [ -114.046287, 53.569554 ], [ -114.044753, 53.569529 ], [ -114.043476, 53.569522 ], [ -114.042264, 53.569516 ], [ -114.012813, 53.569433 ], [ -114.000378, 53.569478 ], [ -113.991248, 53.56951 ], [ -113.98715, 53.569516 ], [ -113.976357, 53.569548 ], [ -113.975166, 53.569529 ], [ -113.973073, 53.56949 ], [ -113.971014, 53.569446 ], [ -113.969426, 53.569376 ], [ -113.967849, 53.569299 ], [ -113.966175, 53.56921 ], [ -113.961733, 53.56893 ], [ -113.960156, 53.568853 ], [ -113.958622, 53.568783 ], [ -113.957227, 53.568726 ], [ -113.955714, 53.568681 ], [ -113.95403, 53.568649 ], [ -113.952088, 53.56863 ], [ -113.950446, 53.568637 ], [ -113.94903, 53.568656 ], [ -113.947571, 53.568675 ], [ -113.945908, 53.568726 ], [ -113.944492, 53.56879 ], [ -113.943108, 53.568834 ], [ -113.940758, 53.568974 ], [ -113.938859, 53.569095 ], [ -113.936853, 53.569242 ], [ -113.923356, 53.570255 ], [ -113.92185, 53.570401 ], [ -113.921152, 53.570447 ], [ -113.920472, 53.570488 ], [ -113.919771, 53.570523 ], [ -113.91908, 53.570551 ], [ -113.918416, 53.570573 ], [ -113.917724, 53.570592 ], [ -113.917046, 53.570605 ], [ -113.91644, 53.570613 ], [ -113.915806, 53.570616 ], [ -113.915213, 53.570614 ], [ -113.914539, 53.570609 ], [ -113.913849, 53.570598 ], [ -113.913089, 53.570578 ], [ -113.912354, 53.570553 ], [ -113.911599, 53.570519 ], [ -113.91085, 53.570478 ], [ -113.910038, 53.570429 ], [ -113.899012, 53.569733 ], [ -113.897328, 53.56965 ], [ -113.895611, 53.569586 ], [ -113.893209, 53.569525 ], [ -113.890079, 53.569491 ], [ -113.889585, 53.569488 ], [ -113.889145, 53.569486 ], [ -113.88863, 53.569486 ], [ -113.888207, 53.569488 ], [ -113.887743, 53.569491 ], [ -113.88729, 53.569495 ], [ -113.886814, 53.5695 ], [ -113.886351, 53.569505 ], [ -113.885784, 53.569514 ], [ -113.884753, 53.569536 ], [ -113.884177, 53.569551 ], [ -113.883593, 53.569569 ], [ -113.882976, 53.56959 ], [ -113.882324, 53.569613 ], [ -113.881736, 53.569636 ], [ -113.880994, 53.569669 ], [ -113.879336, 53.569747 ], [ -113.872984, 53.570032 ], [ -113.860785, 53.570593 ], [ -113.856097, 53.570797 ], [ -113.853898, 53.570873 ], [ -113.851323, 53.570956 ], [ -113.848758, 53.571007 ], [ -113.845744, 53.571045 ], [ -113.843416, 53.571058 ], [ -113.84128, 53.571058 ], [ -113.838952, 53.57102 ], [ -113.836345, 53.570975 ], [ -113.822307, 53.570546 ], [ -113.816615, 53.57037 ], [ -113.801713, 53.569866 ], [ -113.796475, 53.569722 ], [ -113.795716, 53.569699 ], [ -113.79474, 53.569668 ], [ -113.793938, 53.569648 ], [ -113.793068, 53.569632 ], [ -113.792241, 53.569621 ], [ -113.791389, 53.569614 ], [ -113.790518, 53.569609 ], [ -113.778107, 53.569587 ], [ -113.777616, 53.569586 ], [ -113.772876, 53.569597 ], [ -113.764447, 53.569571 ], [ -113.763228, 53.569567 ], [ -113.753371, 53.5696 ], [ -113.738154, 53.569592 ], [ -113.724433, 53.569567 ], [ -113.715576, 53.569609 ], [ -113.713956, 53.569621 ], [ -113.712221, 53.569626 ], [ -113.697223, 53.569689 ], [ -113.694712, 53.569754 ], [ -113.693581, 53.569802 ], [ -113.692013, 53.56986 ], [ -113.691022, 53.569943 ], [ -113.690025, 53.570026 ], [ -113.689049, 53.570115 ], [ -113.687258, 53.570296 ], [ -113.685705, 53.570501 ], [ -113.684238, 53.570695 ], [ -113.679417, 53.571554 ], [ -113.676541, 53.572114 ], [ -113.673994, 53.572469 ], [ -113.673485, 53.572552 ] ] }",$30000000.00,Announced,,,,Alberta Transportation,false,,,,Highway 16 W of Wabamun to Highway 216 (Anthony Henday) and Highway 44 from Highway 16 to N of Hwy 16
1517,"Parkade, Foothills Medical Centre",Infrastructure,Calgary,,"(51.0660018920898, -114.13500213623)",,$49000000.00,Announced,,,"[{""url"":""http://parkdalecommunity.com/parkdale-escarpment-saved-as-ahs-revises-parkade-plan/"",""text"":""Parkdale Community Assocaition""}]",Alberta Health Services,false,,,,Parking for 1200 cars.
1518,Sundance 7 Gas-Fired Power Plant,Power,Parkland County,,"(53.5475006103516, -114.444999694824)",,$1600000000.00,Announced,2015 - 2018,http://www.transalta.com/facilities/facilities-development/sundance-7,"[{""url"":""http://business.financialpost.com/2012/10/26/transalta-midamerican-energy-partner-to-build-gas-fired-power-plants-in-canada/?__lsa=adae-16aa"",""text"":""Oct 26, 2012 - Financial Post""}]",TransAlta / MidAmerican Energy Holdings,false,TransAlta Corporation,,,"Sundance 7 will be a combined-cycle natural gas generation facility with a gross generation capacity of 856 MW, which will generate enough electricity to power approximately 720,000 Alberta households."
1519,ATCO Gas Fired Power Plant,Power,Strathcona County,,"(53.7629013061523, -113.065101623535)",,$800000000.00,Announced,2014 - 2017,http://www.atcopower.com/Projects/Heartland/,,ATCO Electric Ltd.,false,,,,A 400MW facility.  Currently on hold.
1520,"Composting Facility, Shepard Landfill",Agriculture / Forestry and Related,Calgary,,"(50.939998626709, -113.949996948242)",,$154000000.00,Announced,,,"[{""url"":""www.calgary.ca/UEP/WRS/Pages/Recycling-information/Residential-services/Organics-recycling/Green-Cart-organics-composting-facility.aspx"",""text"":""Calgary.ca""}]",City of Calgary,false,,,,
1521,HR Milner Generating Station Expansion,Power,Greenview M.D. No. 16,,"(54.2249984741211, -118.629997253418)",,$1400000000.00,Announced,2014 - 2020,http://www.maximpowercorp.com/_html/operations/milner_expansion.html,"[{""url"":""http://www.cbj.ca/maxim-power-corp-receives-approval-for-milner-expansion-and-provides-results-of-iso-new-englands-forward-capacity-auction-no-9/"",""text"":""Feb 12, 2015 - The Canadian Business Journal""}]",MAXIM Power Corp.,false,,,,The 520 MW HR Milner Expansion Project (M2) will be a natural gas-fired facility built on the site of the existing 150 MW HR Milner Generating Station (M1).
1526,Four Points by Sheraton Hotel,Tourism / Recreation,Calgary,,"(51.0734062194824, -114.000305175781)",,$13700000.00,Announced,2015 - 2016,www.starwoodhotels.com/element/directory/hotels/all/list.html,,Starwood Hotels and Resorts,false,,,,
1529,BAFRINO Research and Innovation Centre,Commercial / Retail,Morinville,,"(53.8022117614746, -113.649452209473)",,$5900000.00,Announced,2014 - 2015,www.championpetfoods.com,"[{""url"":""www.edmontonjournal.com/Champion+Petfoods+plans+research+make+tastier+kibble/10392430/story.html"",""text"":""Nov 19, 2014 - Edmonton Journal""}]",Champion Petfoods,false,,,,
1531,Peace Butte Wind Farm,Power,Cypress County,,"(49.8959999084473, -110.856002807617)",,$200000000.00,Announced,,,"[{""url"":""www.newswire.ca/en/story/1168441/pteragen-canada-inc-obtains-regulatory-approval-for-its-120-mw-peace-butte-wind-power-project-in-alberta"",""text"":""May 20, 2013 - Newswire""}]",Pteragen Canada Inc.,false,,,,120 MW
1532,Electrical Substation and Transmission Line,Power,Red Deer,,"(52.2859992980957, -113.761001586914)",,$20000000.00,Announced,Commencing 2014,www.reddeer.ca/powerup,,City of Red Deer,false,,,,
1536,Saleski Thermal Oil Sands Project,Oil Sands,M.D. of Opportunity No. 17,,"(56.4959983825684, -112.871002197266)",,$300000000.00,Announced,2015 - 2017,http://www.huskyenergy.com/operations/growthpillars/oilsands/emergingproperties.asp,"[{""url"":""http://www.calgaryherald.com/news/alberta/Laricina+Energy+abandons+plans+looks+fund+Saleski+project/10400207/story.html"",""text"":""Nov 20, 2014 - Calgary Herald""}]",Husky Oil Operations Ltd.,false,,,,
1541,The Quarters Downtown Streetscape (contract 1353),Infrastructure,Edmonton,,"(53.5452423095703, -113.480201721191)",,$13600000.00,Under Construction,2013 - 2015,,,City of Edmonton,false,PCL Construction Management,,,
1553,Fort Chipewyan Indoor Swimming Pool,Tourism / Recreation,Regional Municipality of Wood Buffalo,,"(58.7190017700195, -111.144996643066)",,$30000000.00,Announced,2014 - 2016,,"[{""url"":""http://norj.ca/2013/09/fort-chip-breaks-ground-on-aquatic-centre-construction/"",""text"":""Sep 23, 2013 - Northern Journal""}]",Regional Municipality of Wood Buffalo,false,Monteith Building Group.,https://farm9.staticflickr.com/8632/16710970756_96c89708ac_b.jpg,"Indoor Swimming Pool, Fort Chipewyan, courtesy of Regional Municipality of Wood Buffalo.",
1554,Sports and Recreation Facility,Tourism / Recreation,Spruce Grove,,"(53.5446014404297, -113.90258026123)",,$12500000.00,Under Construction,2014 - 2015,www.sprucegrove.org/community/amenities/recreation/recreation/sports_rec_facility.htm,,City of Spruce Grove / Aerials Gymnastics Club,false,Jen-Col Construction,,,
